"HS8","HS6","DESC","COUNT","LDESC1","LDESC2","LDESC3","LDESC4","LDESC5","LDESC6","LDESC7","LDESC8","LDESC9","LDESC10","UNITID","UYEAR","UNITID1","UYEAR1","UNITID2","UYEAR2","UNITID3","UYEAR3","UNITID4","UYEAR4","UNITID5","UYEAR5","UNITID6","UYEAR6","UNITID7","UYEAR7","UNITID8","UYEAR8","UNITID9","UYEAR9","MAIN1994","SUB1994","MAIN1995","SUB1995","MAIN1996","SUB1996","MAIN1997","SUB1997","MAIN","SUB","CDESC"
01011000,010110,"HORSES, ASSES, MULES & HINNIES, LIVE, PURE-BRED BREEDING",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活馬、活驢、活騾及活駃騠，純種配種用
01011100,010111,"HORSES, LIVE, PUREBRED BREEDING",1,"HORSES, LIVE, PUREBRED BREEDING",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,02,90,02,90,02,90,02,90,02,90,活馬，純配種用
01011910,010119,RACING HORSES,1,RACING HORSES,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,02,90,02,90,02,90,02,90,02,90,賽馬
01011990,010119,"HORSES, LIVE, EXCEPT PUREBRED BREEDING AND RACING HORSES",1,"HORSES, LIVE, EXCEPT PUREBRED BREEDING AND RACING HORSES",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,02,90,02,90,02,90,02,90,02,90,活馬，純配種用及賽馬除外
01012000,010120,"ASSES, MULES AND HINNIES, LIVE",1,"ASSES, MULES AND HINNIES, LIVE",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,02,90,02,90,02,90,02,90,02,90,活驢、活騾及活駃騠
01012100,010121,"LIVE HORSES,  FOR PURE-BRED BREEDING",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活馬，純種配種用
01012910,010129,"LIVE HORSES,  FOR RACING",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活馬，比賽用
01012990,010129,"LIVE HORSES, OTHER THAN THOSE FOR PURE-BRED BREEDING OR RACING",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活馬，純種配種用或比賽用的除外
01013000,010130,LIVE ASSES,,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活驢
01019000,010190,LIVE MULES AND HINNIES,,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活騾及活駃騠
01019011,010190,"RACING HORSES, LIVE",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活馬，競賽用
01019012,010190,"OTHER HORSES, LIVE",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他活馬
01019090,010190,"OTHER ASSES, MULES AND HINNIES, LIVE",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他活驢、活騾及活駃騠
01021000,010210,"BOVINE ANIMALS, LIVE, PURE-BRED BREEDING",1,"BOVINE ANIMALS, LIVE, PUREBRED BREEDING",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,01,11,01,11,01,11,01,11,01,11,活牛，純種配種用
01022100,010221,"LIVE CATTLE, FOR PURE-BRED BREEDING",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活牛，純種配種用
01022900,010229,"LIVE CATTLE, OTHER THAN THOSE FOR PURE-BRED BREEDING",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活牛，純種配種用的除外
01023100,010231,"LIVE BUFFALO, FOR PURE-BRED BREEDING",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活水牛，純種配種用
01023900,010239,"LIVE BUFFALO, OTHER THAN THOSE FOR PURE-BRED BREEDING",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活水牛，純種配種用的除外
01029000,010290,"LIVE BOVINE ANIMALS,  NESOI",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,1,11,1,11,1,11,1,11,1,11,活牛，未列明或未包括在其他編號
01031000,010310,"SWINE, LIVE, PURE-BRED BREEDING",1,"SWINE, LIVE, PUREBRED BREEDING",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,01,12,01,12,01,12,01,12,01,12,活豬，純種配種用
01039110,010391,"SWINE, LIVE, NESOI, WEIGHING LESS THAN 10 KG EACH",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活豬，未列明或未包括在其他編號，每頭重量在10公斤以下
01039120,010391,"SWINE, LIVE, NESOI, WEIGHING 10 KG OR MORE BUT LESS THAN 50KG EACH",2,"SWINE, LIVE, NESOI, WEIGHING 10 KG OR MORE BUT LESS THAN 50",KG EACH,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,01,12,01,12,01,12,01,12,01,12,活豬，未列明或未包括在其他編號，每頭重量在１０公斤或以上但少於５０公斤
01039200,010392,"SWINE, LIVE, NESOI, WEIGHING 50 KG OR MORE EACH",1,"SWINE, LIVE, NESOI, WEIGHING 50 KG OR MORE EACH",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,01,12,01,12,01,12,01,12,01,12,活豬，未列明或未包括在其他編號，每頭重量在５０公斤或以上
01041000,010410,"SHEEP, LIVE",1,"SHEEP, LIVE",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,01,90,01,90,01,90,01,90,01,90,活綿羊
01042000,010420,"GOATS, LIVE",1,"GOATS, LIVE",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,01,90,01,90,01,90,01,90,01,90,活山羊
01051100,010511,"CHICKENS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",1,"CHICKENS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",,,,,,,,,,20,2002,8,1994,,,,,,,,,,,,,,,,,01,13,01,13,01,13,01,13,01,13,活雞，重量不超過１８５克
01051200,010512,"TURKEYS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",1,"TURKEYS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",,,,,,,,,,20,2002,8,1994,,,,,,,,,,,,,,,,,,,,,01,13,01,13,01,13,活火雞，重量不超過１８５克
01051300,010513,"DUCKS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活鴨，重量不超過185克
01051400,010514,"GEESE , LIVE, WEIGHING NOT MORE THAN 185 G EACH",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活鵝，重量不超過185克
01051500,010515,"GUINEA FOWLS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活珍珠雞，重量不超過185克
01051910,010519,"DUCKS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",1,"DUCKS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",,,,,,,,,,20,2002,8,1994,,,,,,,,,,,,,,,,,01,13,01,13,01,13,01,13,01,13,活鴨，重量不超過１８５克
01051990,010519,"GEESE AND GUINEA FOWLS, LIVE, WEIGHING NOT MORE THAN 185 GEACH",2,"GEESE AND GUINEA FOWLS, LIVE, WEIGHING NOT MORE THAN 185 G",EACH,,,,,,,,,20,2002,8,1994,,,,,,,,,,,,,,,,,01,13,01,13,01,13,01,13,01,13,活鵝及活珍珠雞，重量不超過１８５克
01059100,010591,"CHICKENS, LIVE, WEIGHING OVER 185 G EACH",,"CHICKENS, LIVE, WEIGHING OVER 185 G EACH",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,13,01,13,,,,,,,活雞，重量超過１８５克
01059200,010592,"CHICKENS, LIVE, WEIGHING MORE THAN 185 G TO 2,000 G EACH",1,"CHICKENS, LIVE, WEIGHING MORE THAN 185 G TO 2,000 G EACH",,,,,,,,,,20,2002,8,1994,,,,,,,,,,,,,,,,,,,,,01,13,01,13,01,13,活雞，重量超過１８５克但不超過２０００克
01059300,010593,"CHICKENS, LIVE, WEIGHING MORE THAN 2,000 G EACH",1,"CHICKENS, LIVE, WEIGHING MORE THAN 2,000 G EACH",,,,,,,,,,20,2002,8,1994,,,,,,,,,,,,,,,,,,,,,01,13,01,13,01,13,活雞，重量超過２０００克
01059400,010594,"CHICKENS, LIVE, WEIGHING MORE THAN 185 G",,,,,,,,,,,,20,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活雞，重量超過185克
01059910,010599,"DUCKS, LIVE, WEIGHING OVER 185 G EACH",1,"DUCKS, LIVE, WEIGHING OVER 185 G EACH",,,,,,,,,,20,2002,8,1994,,,,,,,,,,,,,,,,,01,13,01,13,01,13,01,13,01,13,活鴨，重量超過１８５克
01059920,010599,"GEESE, LIVE, WEIGHING OVER 185 G EACH",1,"GEESE, LIVE, WEIGHING OVER 185 G EACH",,,,,,,,,,20,2002,8,1994,,,,,,,,,,,,,,,,,01,13,01,13,01,13,01,13,01,13,活鵝，重量超過１８５克
01059930,010599,"TURKEYS, LIVE, WEIGHING OVER 185 G EACH",,,,,,,,,,,,20,2002,8,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,活火雞，重量超過185克
01059990,010599,"GUINEA FOWLS, LIVE, WEIGHING OVER 185 G EACH",,,,,,,,,,,,20,2002,8,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,活珍珠雞，重量超過185克
01060010,010600,"PIGEONS, LIVE",1,"PIGEONS, LIVE",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,02,90,02,90,02,90,02,90,02,90,活鴿子
01060020,010600,"OTHER BIRDS, EXCEPT PIGEONS, MAINLY USED FOR FOOD, LIVE",1,"OTHER BIRDS, EXCEPT PIGEONS, MAINLY USED FOR FOOD, LIVE",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,02,90,02,90,02,90,02,90,02,90,其他活雀鳥，鴿子除外，主要供食用
01060021,010600,"QUAIL, MAINLY USED FOR FOOD",,"QUAIL, MAINLY USED FOR FOOD",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,主要供食用的鵪鶉
01060022,010600,"OTHER BIRDS, MAINLY USED FOR FOOD",,"OTHER BIRDS, MAINLY USED FOR FOOD",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,其他雀鳥，主要供食用
01060030,010600,"TURTLES, LIVE",1,"TURTLES, LIVE",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,02,90,02,90,02,90,02,90,02,90,活甲魚
01060040,010600,"FROGS, LIVE",1,"FROGS, LIVE",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,02,90,02,90,02,90,02,90,02,90,活田雞
01060050,010600,"OTHER LIVE ANIMALS, EXCEPT HEADINGS 0101 TO 0105 ANDMAINLY USED FOR FOOD",2,"OTHER LIVE ANIMALS, EXCEPT HEADINGS 0101 TO 0105 AND",MAINLY USED FOR FOOD,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,02,90,02,90,02,90,02,90,02,90,其他活動物，主要供食用，活馬、活驢、活騾及活駃騠、活牛、活豬、活綿羊及山羊、活家禽除外
01060090,010600,"OTHER LIVE ANIMALS, NOT FOR FOOD",1,"OTHER LIVE ANIMALS, NOT FOR FOOD",,,,,,,,,,1,1994,,,,,,,,,,,,,,,,,,,02,90,02,90,02,90,02,90,02,90,其他活動物，非供食用
01061100,010611,"PRIMATES, LIVE",,"PRIMATES, LIVE",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,90,活靈長類動物
01061200,010612,"WHALES, DOLPHINS AND PORPOISES (MAMMALS OF THE ORDER CETACEA), LIVE; MANATEES AND DUGONGS (MAMMALS OF THE ORDER SIRENIA), LIVE; SEALS, SEA LIONS AND WALRUSES (MAMMALS OF THE SUBORDER PINNIPEDIA), LIVE",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活鯨、海豚和鼠海豚（鯨目哺乳動物）；活海牛和儒艮（海牛目哺乳動物）；活海豹，海獅和海象（鰭足亞目哺乳動物）
01061300,010613,"CAMELS AND OTHER CAMELIDS (CAMELIDAE), LIVE",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活駱駝和其他駱駝屬動物（駱駝科）
01061400,010614,"RABBITS AND HARES, LIVE",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活兔和野兔
01061900,010619,"OTHER MAMMALS, LIVE, NESOI",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活哺乳類動物，未列明或未包括在其他編號
01062010,010620,"SNAKES, LIVE",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活蛇
01062020,010620,LIVE TURTLES,,LIVE TURTLES,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,90,活甲魚
01062021,010620,"TESTUDINATA (TURTLES, TORTOISES, ETC), MAINLY USED FOR FOOD",,,,,,,,,,,,20,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,龜鱉目動物（鱉（甲魚）、龜等），主要供食用
01062029,010620,"TESTUDINATA (TURTLES, TORTOISES, ETC), NOT FOR FOOD",,,,,,,,,,,,20,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,龜鱉目動物（鱉（甲魚）、龜等），非供食用
01062080,010620,"REPTILES, OTHER THAN SNAKES AND TURTLES, LIVE, MAINLY USEDFOR FOOD",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他爬行類動物，主要供食用
01062090,010620,"REPTILES, OTHER THAN SNAKES AND TURTLES, LIVE, NOT FOR FOOD",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他活爬行類動物
01063100,010631,"BIRDS OF PREY, LIVE",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活猛禽
01063200,010632,"PSITTACIFORMES (INCLUDING PARROTS, PARAKEETS, MACAWS ANDCOCKATOOS), LIVE",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活鸚鵡類（包括鸚鵡、長尾小鸚鵡、金剛鸚鵡和鳳頭鸚鵡）
01063300,010633,"OSTRICHES; EMUS (DROMAIUS NOVAEHOLLANDIAE), LIVE",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活鴕鳥；活鴯
01063910,010639,"PIGEONS, LIVE, MAINLY USED FOR FOOD",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活鴿子，主要供食用
01063920,010639,"QUAIL, LIVE, MAINLY USED FOR FOOD",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活鵪鶉，主要供食用
01063980,010639,"LIVE BIRDS, MAINLY USED FOR FOOD, NESOI",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活鳥類，主要供食用，未列明或未包括在其他編號
01063990,010639,"LIVE BIRDS, NOT FOR FOOD, NESOI",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活鳥類，非供食用，未列明或未包括在其他編號
01064100,010641,LIVE BEES,,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活蜜蜂
01064900,010649,"LIVE INSECTS, OTHER THAN BEE",,,,,,,,,,,,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活昆蟲，蜜蜂除外
01069010,010690,"FROGS, LIVE",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,活田雞
01069080,010690,"OTHER LIVE ANIMALS, MAINLY USED FOR FOOD",,"OTHER LIVE ANIMALS, MAINLY USED FOR FOOD",,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,02,90,其他活動物，主要供食用
01069090,010690,"LIVE ANIMALS, NOT FOR FOOD, NESOI",,,,,,,,,,,,20,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,2,90,活動物，非供食用，未列明或未包括在其他編號
02011000,020110,"CARCASSES AND HALF-CARCASSES OF BOVINE ANIMALS, FRESH ORCHILLED",2,"CARCASSES AND HALF-CARCASSES OF BOVINE ANIMALS, FRESH OR",CHILLED,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,牛肉殼及半邊肉殼，新鮮或急凍
02012000,020120,"MEAT OF BOVINE ANIMALS, CUTS WITH BONE IN (OTHER THAN HALFOR WHOLE CARCASSES), FRESH OR CHILLED",2,"MEAT OF BOVINE ANIMALS, CUTS WITH BONE IN (OTHER THAN HALF","OR WHOLE CARCASSES), FRESH OR CHILLED",,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,牛切肉，帶骨，（肉殼及半邊肉殼除外），新鮮或急凍
02013000,020130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",1,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CHILLED",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,牛肉，無骨，新鮮或急凍
02021000,020210,"CARCASSES AND HALF-CARCASSES OF BOVINE ANIMALS, FROZEN",1,"CARCASSES AND HALF-CARCASSES OF BOVINE ANIMALS, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,牛肉殼及半邊肉殼，冷藏
02022000,020220,"MEAT OF BOVINE ANIMALS, CUTS WITH BONE IN (OTHER THAN HALFOR WHOLE CARCASSES), FROZEN",2,"MEAT OF BOVINE ANIMALS, CUTS WITH BONE IN (OTHER THAN HALF","OR WHOLE CARCASSES), FROZEN",,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,牛切肉，帶骨，（肉殼及半邊肉殼除外），冷藏
02023010,020230,"MEAT OF BOVINE ANIMALS, MINCED OR GROUND, FROZEN",1,"MEAT OF BOVINE ANIMALS, MINCED OR GROUND, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,牛肉，無骨，剁碎或磨碎，冷藏
02023090,020230,"MEAT OF BOVINE ANIMALS, BONELESS, OTHER THAN MINCED ORGROUND, FROZEN",,,,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,牛肉，無骨，非剁碎或磨碎，冷藏
02031100,020311,"CARCASSES AND HALF-CARCASSES OF SWINE, FRESH OR CHILLED",1,"CARCASSES AND HALF-CARCASSES OF SWINE, FRESH OR CHILLED",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,豬肉殼或半邊肉殼，新鮮或急凍
02031200,020312,"MEAT OF SWINE, HAMS, SHOULDERS AND CUTS THEREOF, WITH BONEIN, FRESH OR CHILLED",2,"MEAT OF SWINE, HAMS, SHOULDERS AND CUTS THEREOF, WITH BONE","IN, FRESH OR CHILLED",,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,豬腿臀肉，肩胛肉及切肉，帶骨，新鮮或急凍
02031900,020319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",1,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,豬肉，新鮮或急凍，未列明或未包括在其他編號
02032100,020321,"CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN",1,"CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,豬肉殼及半邊肉殼，冷藏
02032200,020322,"MEAT OF SWINE, HAMS, SHOULDERS AND CUTS THEREOF, WITH BONEIN, FROZEN",,,,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,豬腿臀肉，肩胛肉及切肉，帶骨，冷藏
02032900,020329,"MEAT OF SWINE, NESOI, FROZEN",1,"MEAT OF SWINE, NESOI, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,豬肉，冷藏，未列明或未包括在其他編號
02041000,020410,"CARCASSES AND HALF-CARCASSES OF LAMB, FRESH OR CHILLED",1,"CARCASSES AND HALF-CARCASSES OF LAMB, FRESH OR CHILLED",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,羔羊肉殼及半邊肉殼，新鮮或急凍
02042100,020421,"CARCASSES AND HALF-CARCASSES OF SHEEP, FRESH OR CHILLED",1,"CARCASSES AND HALF-CARCASSES OF SHEEP, FRESH OR CHILLED",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,綿羊肉殼及半邊肉殼，新鮮或急凍
02042200,020422,"MEAT OF SHEEP, CUTS WITH BONE IN, NESOI, FRESH OR CHILLED",1,"MEAT OF SHEEP, CUTS WITH BONE IN, NESOI, FRESH OR CHILLED",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,綿羊切肉，帶骨，未列明或未包括在其他編號，新鮮或急凍
02042300,020423,"MEAT OF SHEEP, BONELESS, FRESH OR CHILLED",1,"MEAT OF SHEEP, BONELESS, FRESH OR CHILLED",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,綿羊肉，無骨，新鮮或急凍
02043000,020430,"CARCASSES AND HALF-CARCASSES OF LAMB, FROZEN",1,"CARCASSES AND HALF-CARCASSES OF LAMB, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,羔羊肉殼及半邊肉殼，冷藏
02044100,020441,"CARCASSES AND HALF-CARCASSES OF SHEEP, FROZEN",1,"CARCASSES AND HALF-CARCASSES OF SHEEP, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,綿羊肉殼及半邊肉殼，冷藏
02044200,020442,"MEAT OF SHEEP, CUTS WITH BONE IN, NESOI, FROZEN",1,"MEAT OF SHEEP, CUTS WITH BONE IN, NESOI, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,綿羊切肉，帶骨，未列明或未包括在其他編號，冷藏
02044300,020443,"MEAT OF SHEEP, BONELESS, FROZEN",1,"MEAT OF SHEEP, BONELESS, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,綿羊肉，無骨，冷藏
02045000,020450,"MEAT OF GOATS, FRESH, CHILLED OR FROZEN",1,"MEAT OF GOATS, FRESH, CHILLED OR FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,山羊肉，新鮮、急凍或冷藏
02045010,020450,"MEAT OF GOATS, FRESH OR CHILLED",,,,,,,,,,,,8,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山羊肉，新鮮或冰鮮
02045020,020450,"MEAT OF GOATS, FROZEN",,,,,,,,,,,,8,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山羊肉，冷藏
02050000,020500,"MEAT OF HORSES, ASSES, MULES OR HINNIES, FRESH, CHILLED ORFROZEN",2,"MEAT OF HORSES, ASSES, MULES OR HINNIES, FRESH, CHILLED OR",FROZEN,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,馬、驢、騾或駃騠肉，新鮮、急凍或冷藏
02061000,020610,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHILLED",1,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHILLED",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,食用牛雜碎，新鮮或急凍
02062100,020621,"TONGUES OF BOVINE ANIMALS, EDIBLE, FROZEN",1,"TONGUES OF BOVINE ANIMALS, EDIBLE, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,牛舌，冷藏
02062200,020622,"LIVERS OF BOVINE ANIMALS, EDIBLE, FROZEN",1,"LIVERS OF BOVINE ANIMALS, EDIBLE, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,牛肝，冷藏
02062900,020629,"OFFAL OF BOVINE ANIMALS, EXCEPT TONGUES AND LIVERS, FROZEN",,,,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,食用牛雜碎，舌及肝除外，冷藏
02063000,020630,"OFFAL OF SWINE, EDIBLE, FRESH OR CHILLED",1,"OFFAL OF SWINE, EDIBLE, FRESH OR CHILLED",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,食用豬雜碎，新鮮或急凍
02064100,020641,"LIVERS OF SWINE, EDIBLE, FROZEN",1,"LIVERS OF SWINE, EDIBLE, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,豬肝，冷藏
02064910,020649,"UTERI OF SWINE, EDIBLE, FROZEN",1,"UTERI OF SWINE, EDIBLE, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,豬生腸，冷藏
02064990,020649,"OFFAL OF SWINE EXCEPT LIVERS AND UTERI, EDIBLE, FROZEN",1,"OFFAL OF SWINE EXCEPT LIVERS AND UTERI, EDIBLE, FROZEN",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,食用豬雜碎，肝及生腸除外，冷藏
02068000,020680,"OFFAL OF SHEEP, GOATS, HORSES, ASSES, MULES OR HINNIES,EDIBLE, FRESH OR CHILLED",2,"OFFAL OF SHEEP, GOATS, HORSES, ASSES, MULES OR HINNIES,","EDIBLE, FRESH OR CHILLED",,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,食用雜碎，包括綿羊、山羊、馬、驢、騾或駃騠，新鮮或急凍
02069000,020690,"OFFAL OF SHEEP, GOATS, HORSES, ASSES, MULES OR HINNIES,EDIBLE, FROZEN",2,"OFFAL OF SHEEP, GOATS, HORSES, ASSES, MULES OR HINNIES,","EDIBLE, FROZEN",,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,01,04,01,04,01,04,食用雜碎，包括綿羊、山羊、馬、驢、騾或駃騠，冷藏
02071010,020710,"MEAT OF CHICKENS, NOT CUT IN PIECES, FRESH OR CHILLED",,"MEAT OF CHICKENS, NOT CUT IN PIECES, FRESH OR CHILLED",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,,,,,,,未切件雞，新鮮或急凍
02071020,020710,"MEAT OF DUCKS, NOT CUT IN PIECES, FRESH OR CHILLED",,"MEAT OF DUCKS, NOT CUT IN PIECES, FRESH OR CHILLED",,,,,,,,,,8,1994,,,,,,,,,,,,,,,,,,,01,04,01,04,,,,,,,未切件鴨，新鮮或急凍　
